F1	#edp_depmorp_포승읍-@-NNG
F1755	#edp_depmorp_이사-@-NNG
F5904	#edp_depmorp_함양군-@-NNG
F5807	#edp_dependency_up||NP_MOD--up||VNP--down||NP_AJT--down||NP_CNJ--down||NP_MOD--down||
F7829	#edp_depmorp_중구-@-NNG
F767	잇-@-VV
F7935	#edp_depmorp_영등포구-@-NNG
F7523	#edp_depmorp_상원-@-NNG
F7831	#edp_depmorp_이후-@-NNG
F3745	졸리엣-@-NNG
F7833	#edp_dependency_up||VNP_MOD--up||NP_AJT--up||VP_MOD--up||NP_AJT--up||VP--down||NP_AJT--down||
F3746	#edp_depmorp_개체-@-NNG
F7263	#edp_dependency_up||NP--up||NP_SBJ--up||VP_MOD--down||
F5808	대상-@-NNG
F7290	#edp_depmorp_칠곡군-@-NNG
F5809	#edp_arg2_mod_베이스볼-@-NNG
F1757	#edp_depmorp_학자문신역사가-@-NNG
F4031	카니예-@-NNG
F2134	그동안-@-NNG
F5810	#edp_dependency_up||NP_AJT--up||VP--down||NP_AJT--down||NP_AJT--down||
F5811	#edp_dependency_up||VNP--up||VP--up||VP--down||NP_OBJ--down||
F1758	스즈키-@-NNG
F7837	#edp_dependency_치세-@-NNG--년-@-NNB--받-@-VV--설거병-@-NNG
F7838	세우-@-VV
F1699	#edp_dependency_up||VP_MOD--up||NP_MOD--down||
F3750	네덜란드-@-NNG
F3751	#edp_depmorp_실점-@-NNG
F6787	해-@-NNG
F3752	#edp_arg2_mod_가-@-VV
F3753	연출자-@-NNG
F1759	#edp_arg2_mod_구단-@-NNG
F5814	옥포해전-@-NNG
F5815	#edp_dependency_사회주의자-@-NNG--철학자-@-NNG
F3755	#edp_depmorp_가공-@-NNG
F2044	#edp_dependency_up||NP_AJT--up||VP--down||NP_AJT--down||NP--down||VP_MOD--down||
F3757	#edp_depmorp_황태자-@-NNG
F1926	#edp_arg1_mod_본선-@-NNG
F5816	아들-@-NNG
F1760	#edp_depmorp_내밀-@-VV
F5663	#edp_dependency_up||NP_AJT--up||VP--down||VNP--down||VNP--down||NP_MOD--down||
F3759	#edp_depmorp_러시아-@-NNG
F7841	#edp_arg1_mod_경기장-@-NNG
F5757	#edp_depmorp_한국대중음악상-@-NNG
F3761	#edp_dependency_잇-@-VV
F3762	#edp_dependency_up||VNP--up||VNP--down||NP--down||
F2174	#edp_dependency_up||NP_AJT--up||VP_MOD--down||NP_SBJ--down||
F1761	#edp_dependency__-@-NNG--음악_그룹-@-NNG--일-@-NNB
F1762	#edp_depmorp_사도-@-NNG
F4374	이유-@-NNG
F1763	#edp_depmorp_사랑-@-NNG
F7845	선조-@-NNG
F5818	#edp_dependency_배터리-@-NNG--기록하-@-VV
F7846	치열하-@-VA
F7847	#edp_depmorp_교차하-@-VV
F2045	아르메니아인-@-NNG
F7848	#edp_dependency_홍윤성-@-NNG--등-@-NNB--수습하-@-VV--죽-@-VV
F6399	#edp_depmorp_미니시리즈-@-NNG
F1766	#edp_arg2_mod_강전-@-NNG
F4257	이륙하-@-VV
F1767	#edp_dependency_up||VP--down||VP--down||VP--down||NP_AJT--down||
F3707	#edp_depmorp_명나라-@-NNG
F1768	#edp_dependency_서재필-@-NNG
F1769	#edp_arg1_mod_뉴질랜드-@-NNG
F1770	#edp_arg1_mod_소설가-@-NNG
F5819	#edp_arg1_mod_문신-@-NNG
F7852	#edp_dependency_예술가-@-NNG
F6161	#edp_depmorp_작사가-@-NNG
F2200	#edp_dependency_맨해튼-@-NNG
F3765	#edp_depmorp_브라질-@-NNG
F5822	#edp_depmorp_수단-@-NNG
F3766	사커-@-NNG
F3767	#edp_dependency_진압하-@-VV--과정-@-NNG--인정받-@-VV--등-@-NNB
F3768	#edp_arg1_mod_삼산면-@-NNG
F3769	#edp_depmorp_류담-@-NNG
F7854	노포역-@-NNG
F7682	#edp_dependency_아나운서-@-NNG
F5824	#edp_depmorp_관통하-@-VV
F5825	#edp_dependency_로버츠-@-NNG--등-@-NNB--유명인사들-@-NNG--찾-@-VV--외-@-NNB--캐머런-@-NNG--오바마-@-NNG--부인-@-NNG--대통령-@-NNG
F7855	여성-@-NNG
F4375	연결되-@-VV
F6264	계약-@-NNG
F2048	#edp_depmorp_입선하-@-VV
F1364	영국령-@-NNG
F7770	#edp_arg1_mod_주간연속극-@-NNG
F3021	#edp_dependency_up||NP_MOD--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||NP--down||
F5828	#edp_dependency_up||NP_SBJ--up||VP--down||NP_AJT--down||NP--down||
F6270	#edp_dependency_정치가-@-NNG
F3773	정도전-@-NNG
F2225	#edp_depmorp_연방-@-NNG
F1772	개최되-@-VV
F3774	#edp_depmorp_선출되-@-VV
F7857	#edp_depmorp_연평면-@-NNG
F3775	#edp_dependency_up||AP--up||VP--down||NP_AJT--down||
F7858	#edp_dependency_국-@-NNG--대체우회도로-@-NNG--연결하-@-VV--일로읍-@-NNG--무안군-@-NNG
F3776	#edp_depmorp_취임하-@-VV
F6884	제작-@-NNG
F5122	년-@-NNB
F1773	지상-@-NNG
F7975	#edp_arg1_mod_고고학자-@-NNG
F1774	#edp_arg2_mod_상대-@-NNG
F3778	상원의원-@-NNG
F6287	#edp_depmorp_연주자-@-NNG
F7843	최-@-NNG
F1775	#edp_depmorp_일본화물철도-@-NNG
F1776	#edp_depmorp_석산리-@-NNG
F3779	#edp_dependency_국무총리-@-NNG
F6292	#edp_dependency_멤버-@-NNG--레논-@-NNG--스타-@-NNG
F3780	#edp_arg2_mod_사돈-@-NNG
F1777	#edp_depmorp_정상회담-@-NNG
F5832	#edp_depmorp_사건-@-NNG
F978	하위-@-NNG
F3781	#edp_dependency_down||NP_CNJ--down||VP_MOD--down||NP_AJT--down||
F5485	#edp_depmorp_영수-@-NNG
F5833	#edp_depmorp_전문대학-@-NNG
F7861	동쪽-@-NNG
F7862	주오-@-NNG
F7970	#edp_dependency_up||NP_AJT--down||NP_MOD--down||NP--down||
F1778	#edp_depmorp_소이치로-@-NNG
F4100	#edp_depmorp_탓-@-NNG
F5834	#edp_dependency_가로지르-@-VV--잇-@-VV--대학교-@-NNG--도심-@-NNG
F3783	어머니-@-NNG
F5835	최고-@-NNG
F6936	#edp_dependency_뛰-@-VV--이적하-@-VV
F5836	#edp_depmorp_광장-@-NNG
F5830	국회의원-@-NNG
F7864	#edp_depmorp_남산도서관-@-NNG
F1780	정교회-@-NNG
F7865	#edp_dependency_음반-@-NNG--노래-@-NNG
F7866	#edp_depmorp_렌-@-NNG
F3784	#edp_dependency_월화드라마-@-NNG
F2284	#edp_depmorp_삼향읍-@-NNG
F7868	#edp_depmorp_빙하-@-NNG
F2287	#edp_dependency_속편-@-NNG--주연하-@-VV
F2291	유수-@-NNG
F8103	키-@-NNG
F5838	#edp_dependency_부상-@-NNG--필요하-@-VA--협상-@-NNG
F1853	영화-@-NNG
F3785	#edp_depmorp_위치-@-NNG
F5839	#edp_depmorp_충주시-@-NNG
F3786	일일극-@-NNG
F5781	음악-@-NNG
F963	#edp_dependency_up||NP_OBJ--up||VP_MOD--up||NP_AJT--up||VP--down||
F7723	시상식-@-NNG
F1782	#edp_dependency_up||VP--down||NP_SBJ--down||VP_MOD--down||
F2325	#edp_dependency_슈팅-@-NNG--실점하-@-VV--내주-@-VV--실패하-@-VV--경기-@-NNG
F7952	#edp_depmorp_권력-@-NNG
F1783	곡-@-NNG
F1784	#edp_dependency_소설-@-NNG--가져오-@-VV--본드-@-NNG--영화인-@-NNG--비틀스-@-NNG--밴드-@-NNG
F7872	#edp_arg1_mod_공격수-@-NNG
F3787	#edp_depmorp_졸업하-@-VV
F1785	#edp_arg1_mod_구-@-NNG
F7673	#edp_depmorp_양족-@-NNG
F1786	종교-@-NNG
F7873	플로리다-@-NNG
F7874	#edp_dependency_down||VNP--down||
F2445	#edp_depmorp_가깝-@-VA
F1788	#edp_arg1_mod_이탈리아-@-NNG
F3788	#edp_depmorp_영량사-@-NNG
F1790	#edp_dependency_아들-@-NNG--태어나-@-VV
F6072	#edp_depmorp_할아버지-@-NNG
F3789	#edp_dependency_간디-@-NNG--암살-@-NNG--요원들-@-NNG
F7410	#edp_arg1_mod_경기도-@-NNG
F7876	#edp_arg2_mod_아들-@-NNG
F1791	국가대표팀-@-NNG
F6140	#edp_dependency_down||VNP_MOD--down||NP_MOD--down||
F2384	받-@-VV
F5844	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||NP--down||
F7877	#edp_arg2_mod_도시-@-NNG
F1792	#edp_dependency_up||VNP--down||VP_MOD--down||NP_AJT--down||
F2356	유명하-@-VA
F5846	#edp_depmorp_캘리포니아_주-@-NNG
F5847	#edp_dependency_철도역-@-NNG--게이세-@-NNG--있-@-VA--시-@-NNG
F5848	국제-@-NNG
F7017	#edp_depmorp_남쪽-@-NNG
F3790	#edp_depmorp_트랙-@-NNG
F2970	#edp_depmorp_정승-@-NNG
F5849	#edp_depmorp_교체-@-NNG
F5850	#edp_depmorp_패배하-@-VV
F5412	#edp_dependency_up||NP_SBJ--up||VP_MOD--down||NP_AJT--down||
F5851	#edp_depmorp_피쳐링-@-NNG
F1793	아웃-@-NNG
F3792	#edp_depmorp_아오모리-@-NNG
F3793	#edp_depmorp_의정부시-@-NNG
F5852	#edp_dependency_철도역-@-NNG--여객철-@-NNG--위치하-@-VV--시-@-NNG
F5853	#edp_dependency_전철역-@-NNG--있-@-VA--송정동-@-NNG--해운대구-@-NNG
F1794	#edp_depmorp_저술하-@-VV
F7878	#edp_depmorp_개국-@-NNG
F5854	#edp_dependency_up||VP_MOD--down||NP_AJT--down||NP--down||
F3795	#edp_arg1_mod_동물-@-NNG
F1795	#edp_depmorp_알-@-VV
F7144	#edp_depmorp_사옥-@-NNG
F1796	#edp_dependency_기타-@-NNG--등-@-NNB
F3796	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||NP_AJT--down||VP_MOD--down||VP--down||VP--down||NP_SBJ--down||
F7879	#edp_depmorp_일가-@-NNG
F3797	#edp_depmorp_처형되-@-VV
F5857	안방-@-NNG
F5858	#edp_dependency_관할하-@-VV
F3799	연남생-@-NNG
F981	#edp_depmorp_청도군-@-NNG
F1462	금-@-NNG
F1797	오우-@-NNG
F1798	#edp_depmorp_방영하-@-VV
F7880	#edp_arg2_mod_경상남도-@-NNG
F7881	#edp_dependency_up||VNP--down||VP_MOD--down||VP--down||NP_AJT--down||NP--down||NP--down||
F7882	#edp_dependency_형-@-NNG--사돈-@-NNG
F1799	#edp_arg1_mod_남쪽-@-NNG
F7883	#edp_depmorp_양준자-@-NNG
F3549	#edp_depmorp_슷쓰-@-NNG
F3801	#edp_dependency_up||NP_MOD--up||VNP--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||
F6441	#edp_dependency_이전하-@-VV
F7884	#edp_arg2_mod_훗날-@-NNG
F3802	#edp_depmorp_비슷하-@-VA
F3803	시작하-@-VV
F5859	#edp_dependency_up||VP_MOD--down||VNP--down||
F1803	#edp_arg1_mod_선수-@-NNG
F2426	#edp_depmorp_소야곡-@-NNG
F3806	#edp_depmorp_간통하-@-VV
F1805	#edp_depmorp_시-@-NNG
F7885	#edp_depmorp_핀란드인-@-NNG
F1806	하인리히-@-NNG
F1807	#edp_depmorp_군주-@-NNG
F7887	완전-@-NNG
F3344	#edp_dependency_up||NP--down||VNP_MOD--down||VP_MOD--down||
F7888	#edp_depmorp_합격하-@-VV
F1809	#edp_depmorp_히가시요도가-@-NNG
F3807	#edp_depmorp_괴동선-@-NNG
F3808	#edp_arg1_mod_국무총리-@-NNG
F7889	#edp_dependency_경주시-@-NNG
F6403	#edp_dependency_up||NP--up||NP_AJT--up||VP_MOD--up||VNP--down||
F3809	#edp_depmorp_흰코사향고양-@-NNG
F5413	#edp_depmorp_축구단-@-NNG
F7890	#edp_depmorp_우승하-@-VV
F7891	#edp_depmorp_보강하-@-VV
F3810	#edp_depmorp_선발출전하-@-VV
F2054	#edp_dependency_up||VNP--up||
F1812	#edp_dependency_이과인-@-NNG--제치-@-VV--잇-@-VV--강전-@-NNG
F3811	#edp_dependency_영혼-@-NNG--봉헌하-@-VV--신사-@-NNG--위치하-@-VV--구-@-NNG--시부야-@-NNG--도-@-NNG--도쿄-@-NNG
F1813	#edp_dependency_충청남도-@-NNG
F7892	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||VP--down||NP_AJT--down||
F5414	#edp_arg2_mod_이탈리아-@-NNG
F2488	#edp_dependency_하-@-VV
F3814	#edp_depmorp_안양시-@-NNG
F6476	#edp_depmorp_평양직할시-@-NNG
F4349	#edp_dependency_up||VP--up||VP_MOD--down||NP_AJT--down||NP_CNJ--down||
F1814	#edp_dependency_up||NP_SBJ--down||NP_CNJ--down||VNP_MOD--down||
F5861	팰트로-@-NNG
F5862	#edp_depmorp_식민지-@-NNG
F7893	#edp_dependency_연장-@-NNG
F5863	#edp_depmorp_편-@-NNG
F7966	#edp_depmorp_정복하-@-VV
F3816	정보-@-NNG
F1815	식민지-@-NNG
F6932	#edp_depmorp_성향-@-NNG
F5865	#edp_depmorp_김수-@-NNG
F5866	라이온즈-@-NNG
F1816	#edp_dependency_up||NP_OBJ--up||VP_MOD--down||VP--down||
F3817	#edp_depmorp_정자-@-NNG
F6525	#edp_dependency_up||NP--up||NP--up||NP_SBJ--up||VP--down||NP_AJT--down||NP--down||NP_CNJ--down||NP--down||NP--down||
F5868	#edp_depmorp_고지-@-NNG
F5869	#edp_dependency_up||NP_SBJ--down||
F5870	이적료-@-NNG
F2167	#edp_dependency_남성그룹-@-NNG
F5871	#edp_depmorp_김정숙군-@-NNG
F2496	#edp_dependency_배우-@-NNG--이진우_-@-NNG--배우-@-NNG
F1818	#edp_depmorp_에히메-@-NNG
F1259	#edp_dependency_up||NP_SBJ--up||VP--up||VP--down||NP_AJT--down||
F5872	#edp_arg1_mod_중심지-@-NNG
F2056	청나라-@-NNG
F5874	#edp_depmorp_집-@-NNB
F6404	#edp_depmorp_사임하-@-VV
F3819	#edp_dependency_실축-@-NNG--등-@-NNB--악재-@-NNG--겹치-@-VV--내준-@-VV--펼치-@-VV--결승전-@-NNG
F542	결정되-@-VV
F1819	캐머런-@-NNG
F4382	#edp_depmorp_오스트리아-@-NNG
F7897	#edp_depmorp_구장-@-NNG
F3821	빌헬름-@-NNG
F7092	#edp_dependency_up||NP--up||NP_OBJ--up||VP--up||VP--down||VP_CMP--down||VP--down||VP--down||
F7413	#edp_arg1_mod_군-@-NNG
F1820	정차-@-NNG
F5876	쓰-@-VV
F3822	회-@-NNB
F7899	#edp_depmorp_대동면-@-NNG
F7900	#edp_dependency_지키-@-VV--잡-@-VV--이적하-@-VV
F348	#edp_dependency_전문대학-@-NNG
F5877	#edp_depmorp_거치-@-VV
F5878	#edp_dependency_방송하-@-VV--방송하-@-VV
F7374	정부-@-NNG
F984	#edp_depmorp_유니언-@-NNG
F6518	#edp_dependency_up||VP_MOD--down||VP--down||NP_SBJ--down||
F6266	#edp_arg1_mod_과학자-@-NNG
F1822	리-@-NNG
F3823	위성-@-NNG
F3824	남군-@-NNG
F1823	#edp_depmorp_경상남도-@-NNG
F3825	프로축구단-@-NNG
F6405	#edp_dependency_down||VP_MOD--down||VP--down||NP_AJT--down||
F1824	#edp_depmorp_형성하-@-VV
F7902	#edp_depmorp_애리조나_주-@-NNG
F6542	#edp_depmorp_내각총리대신-@-NNG
F7615	#edp_depmorp_눈여겨보-@-VV
F3657	#edp_dependency_up||NP--up||NP_MOD--up||VNP--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||
F7903	#edp_dependency_환승역-@-NNG--철도역-@-NNG
F3826	#edp_depmorp_평안북도-@-NNG
F7599	#edp_depmorp_독고영재-@-NNG
F6566	#edp_depmorp_변호사-@-NNG
F1374	#edp_depmorp_문인들-@-NNG
F3828	#edp_arg1_mod_일일연속극-@-NNG
F3380	주변-@-NNG
F5881	곤충-@-NNG
F5882	#edp_depmorp_프로이센-@-NNG
F6406	#edp_depmorp_건천읍-@-NNG
F7904	#edp_dependency_up||VNP_MOD--up||NP_SBJ--up||VP--down||VP--down||VP--down||
F1827	#edp_depmorp_통과하-@-VV
F7905	#edp_dependency_참가하-@-VV--활동하-@-VV--선수-@-NNG
F5883	#edp_dependency_결승골-@-NNG--쐐기골-@-NNG--앞세우-@-VV
F2549	#edp_arg1_mod_홈구장-@-NNG
F1828	#edp_dependency_배치하-@-VV--배우들-@-NNG--멀-@-VA--톱스타-@-NNG--등-@-NNB--이태란-@-NNG
F1829	#edp_dependency_역-@-NNG--년-@-NNB
F2408	#edp_depmorp_이름-@-NNG
F3829	#edp_dependency_철학자-@-NNG
F3830	#edp_dependency_배우-@-NNG
F3831	#edp_dependency_up||NP--up||NP_SBJ--up||VP--down||VP--down||VP--down||VP--down||VP--down||VP--down||NP_AJT--down||
F3832	오른쪽-@-NNG
F2566	광장-@-NNG
F5744	도야마-@-NNG
F986	#edp_depmorp_두-@-VV
F7518	#edp_depmorp_역사상-@-NNG
F1833	#edp_depmorp_라디오-@-NNG
F5886	#edp_dependency_군주-@-NNG
F5887	#edp_depmorp_준우승-@-NNG
F855	붉은별역-@-NNG
F5597	#edp_dependency_만나-@-VV--당진영덕고속도-@-NNG--설치되-@-VV--걸치-@-VV--회덕동-@-NNG--회덕동-@-NNG--대덕구-@-NNG
F7095	#edp_depmorp_창업-@-NNG
F3835	#edp_depmorp_뒤집-@-VV
F7908	#edp_dependency_up||NP--up||NP_MOD--down||VP_MOD--down||NP_AJT--down||NP--down||
F7909	#edp_dependency_이루-@-VV--배출시키-@-VV
F7326	#edp_depmorp_뿌리치-@-VV
F1835	#edp_arg2_mod_스웨덴-@-NNG
F5890	#edp_dependency_up||VP--down||AP--down||NP_AJT--down||VP_MOD--down||
F7910	#edp_depmorp_탄핵하-@-VV
F5891	#edp_dependency_밀어넣-@-VV--이후-@-NNG--슈팅하-@-VV--경기-@-NNG
F8115	#edp_depmorp_철거되-@-VV
F2597	교통-@-NNG
F3836	#edp_depmorp_지하철-@-NNG
F5892	#edp_dependency_암살하-@-VV--우월주의자-@-NNG
F3588	#edp_arg1_mod_열리-@-VV
F7913	#edp_depmorp_조상-@-NNG
F7914	#edp_dependency_up||VNP--down||NP_AJT--down||NP--down||
F1836	#edp_depmorp_내각-@-NNG
F7915	#edp_dependency_정차역-@-NNG--철도역-@-NNG--위치하-@-VV--구-@-NNG--시-@-NNG
F5893	#edp_arg2_mod_후기-@-NNG
F2608	#edp_dependency_up||VP--down||VP--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||
F3837	#edp_depmorp_업무-@-NNG
F4747	#edp_depmorp_임명되-@-VV
F1837	#edp_dependency_행-@-NNG
F3032	#edp_depmorp_허물-@-VV
F3291	#edp_dependency_up||NP--up||NP_MOD--up||NP_SBJ--up||VP_MOD--down||
F5894	강-@-NNG
F1838	시조-@-NNG
F7184	#edp_dependency_up||NP_CNJ--up||NP--up||NP_AJT--up||VP_MOD--down||
F1839	#edp_depmorp_왈롱-@-NNG
F5895	#edp_arg1_mod_핵-@-NNG
F7709	이전하-@-VV
F4043	#edp_arg1_mod_공장-@-NNG
F6745	#edp_arg2_mod_브라질-@-NNG
F6652	산요-@-NNG
F573	#edp_arg1_mod_구간-@-NNG
F8008	#edp_arg1_mod_걸그룹-@-NNG
F7918	#edp_depmorp_고향-@-NNG
F7919	경험-@-NNG
F6664	#edp_depmorp_제치-@-VV
F5897	윤상-@-NNG
F3838	#edp_arg2_mod_파울리스타-@-NNG
F6408	#edp_depmorp_기계면-@-NNG
F3839	#edp_depmorp_투쟁하-@-VV
F5898	#edp_depmorp_지도-@-NNG
F3840	#edp_depmorp_광주시-@-NNG
F6678	#edp_arg1_mod_남편-@-NNG
F7921	#edp_dependency_up||NP_OBJ--up||VP--down||VP--down||
F1843	#edp_depmorp_일본국유철도시대-@-NNG
F3841	#edp_dependency_방송하-@-VV
F7068	지젤-@-NNG
F7557	본부-@-NNG
F5899	#edp_depmorp_클리블랜드-@-NNG
F7923	#edp_arg1_mod_노쇠하-@-VA
F5900	#edp_depmorp_날-@-NNG
F1845	항공-@-NNG
F1846	#edp_dependency_down||NP--down||X--down||
F1847	#edp_depmorp_통합하-@-VV
F6639	기타큐슈-@-NNG
F3844	통과하-@-VV
F3845	프리미어리그-@-NNG
F1848	#edp_dependency_시-@-NNG--헝양-@-NNG
F3846	폴란드-@-NNG
F4388	일-@-NNG
F3847	분류되-@-VV
F6703	챔피언스리그-@-NNG
F3848	올림픽-@-NNG
F7925	#edp_dependency_down||NP--down||VP_MOD--down||NP_SBJ--down||
F6099	#edp_depmorp_캠퍼스-@-NNG
F950	#edp_depmorp_멸망하-@-VV
F5905	#edp_depmorp_폐차-@-NNG
F205	심은진-@-NNG
F2103	#edp_depmorp_자치주-@-NNG
F7928	미국-@-NNG
F5906	#edp_depmorp_영화배우-@-NNG
F7821	보내-@-VV
F6725	#edp_arg1_mod_활동하-@-VV
F639	인구-@-NNG
F1854	#edp_arg2_mod_기업-@-NNG
F5907	#edp_depmorp_조합과-@-NNG
F5908	#edp_dependency_주-@-NNG--뉴저지-@-NNG
F2695	#edp_depmorp_고고-@-NNG
F1856	제시하-@-VV
F1857	원인-@-NNG
F7931	#edp_depmorp_결성되-@-VV
F1858	#edp_depmorp_정착하-@-VV
F5909	#edp_depmorp_도-@-NNB
F7932	유-@-NNG
F4389	#edp_depmorp_존재하-@-VV
F1859	#edp_dependency_주-@-NNG--루이지애나-@-NNG
F2696	#edp_dependency_up||NP--up||NP--up||NP--up||NP--down||
F1861	#edp_depmorp_전주교구-@-NNG
F7420	기록-@-NNG
F1862	#edp_arg1_mod_출연하-@-VV
F7934	#edp_depmorp_줄기-@-NNG
F5910	#edp_depmorp_창작곡-@-NNG
F5911	#edp_depmorp_대전광역시-@-NNG
F6755	#edp_arg1_mod_훈련장-@-NNG
F3854	#edp_depmorp_교-@-NNG
F5912	바다-@-NNG
F7936	#edp_depmorp_가능하-@-VA
F7781	#edp_depmorp_한국철도공사-@-NNG
F7937	#edp_depmorp_파울리스타-@-NNG
F2716	#edp_dependency_통하-@-VV--아이틴걸즈-@-NNG--그룹-@-NNG
F414	#edp_arg2_mod_이상-@-NNG
F6603	#edp_depmorp_이명주-@-NNG
F6768	#edp_dependency_팀-@-NNG--심은진-@-NNG
F1863	#edp_depmorp_종점-@-NNG
F5914	내-@-NNB
F7938	위하-@-VV
F5915	#edp_dependency_휴양지-@-NNG
F2728	#edp_depmorp_주력-@-NNG
F7058	그리스인-@-NNG
F6786	#edp_arg1_mod_철도-@-NNG
F3855	#edp_depmorp_안주루무-@-NNG
F6414	#edp_dependency_역-@-NNG--지하철-@-NNG--있-@-VA--대성구역-@-NNG
F6795	히노-@-NNG
F7940	#edp_dependency_출생-@-NNG
F5916	#edp_depmorp_체제-@-NNG
F6810	#edp_dependency_up||VNP_MOD--up||NP_AJT--up||VP--down||VP--down||
F8117	선출되-@-VV
F3857	#edp_dependency_up||VP_MOD--down||NP_AJT--down||VP_MOD--down||VP--down||NP_AJT--down||NP_CNJ--down||NP--down||NP--down||
F7782	#edp_dependency_시-@-NNG--사오양-@-NNG
F3858	#edp_dependency_하-@-VV--축구팀-@-NNG
F4779	#edp_depmorp_설득하-@-VV
F6415	#edp_arg1_mod_면허-@-NNG
F1864	#edp_depmorp_가하-@-VV
F5918	#edp_depmorp_무족영원목-@-NNG
F2758	#edp_depmorp_개미-@-NNG
F4974	#edp_dependency_일종-@-NNG
F6806	연방-@-NNG
F7943	#edp_dependency_홍영식-@-NNG
F3859	#edp_depmorp_서부-@-NNG
F3860	울산-@-NNG
F5920	#edp_dependency_식물학자-@-NNG
F5921	#edp_dependency_up||NP_CNJ--up||NP_AJT--up||VP--down||
F7103	작품-@-NNG
F3861	#edp_dependency_up||NP--up||NP_AJT--up||VP--down||
F3862	#edp_arg1_mod_아버지-@-NNG
F6821	#edp_dependency_지단-@-NNG--같-@-VA--선수들-@-NNG--밀리-@-VV--이적하-@-VV
F5923	종전-@-NNG
F1867	#edp_arg2_mod_사이드암-@-NNG
F3863	여론-@-NNG
F7945	#edp_arg2_mod_칠레-@-NNG
F6416	#edp_depmorp_일로읍-@-NNG
F5769	#edp_depmorp_아일랜드-@-NNG
F1868	#edp_depmorp_메인-@-NNG
F3864	#edp_dependency_down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||
F7947	이전-@-NNG
F642	#edp_depmorp_춘궁동-@-NNG
F2782	#edp_dependency_기록-@-NNG
F2784	#edp_depmorp_처음-@-NNG
F5925	#edp_dependency_기능-@-NNG--하-@-VV--것-@-NNB--기대하-@-VV--이내-@-NNG--코르도바-@-NNG
F2570	#edp_dependency_up||VP--down||VP--down||VP--down||NP_AJT--down||NP--down||
F4393	#edp_dependency_주말연속극-@-NNG
F2790	#edp_dependency_평화열차-@-NNG--열차-@-NNG--없-@-VA--수-@-NNB--승차하-@-VV--내일-@-NNG--발권하-@-VV
F1869	조정-@-NNG
F3866	스포츠-@-NNG
F3867	#edp_depmorp_강호-@-NNG
F7786	하원의원-@-NNG
F6846	컨트리-@-NNG
F7787	나폴레옹-@-NNG
F3869	#edp_depmorp_변호하-@-VV
F6105	#edp_depmorp_개막-@-NNG
F50	#edp_dependency_전횡-@-NNG--탄핵하-@-VV--년-@-NNB--공민왕-@-NNG
F3109	#edp_depmorp_교전하-@-VV
F3871	#edp_dependency_여객철도-@-NNG--있-@-VA--시-@-NNG--운난-@-NNG
F2807	#edp_depmorp_국구-@-NNG
F7951	#edp_depmorp_자침하-@-VV
F5927	#edp_depmorp_방송망-@-NNG
F1709	사철-@-NNG
F1872	#edp_dependency_로번-@-NNG--허물-@-VV--배급하-@-VV--패턴-@-NNG--통하-@-VV--것-@-NNB
F2812	#edp_dependency_up||X--up||NP--up||
F1268	#edp_arg1_mod_천문학자-@-NNG
F3873	#edp_depmorp_막내-@-NNG
F1865	#edp_dependency_up||AP--up||VP--up||VP--down||
F1875	#edp_dependency_up||NP_AJT--down||VP_MOD--down||VP--down||NP_AJT--down||NP_CNJ--down||NP--down||
F7954	제주-@-NNG
F1876	동일본-@-NNG
F6877	#edp_depmorp_요금소-@-NNG
F293	#edp_depmorp_참가-@-NNG
F2604	#edp_dependency_묶-@-VV--노선-@-NNG
F3039	졸업하-@-VV
F7426	#edp_depmorp_구간-@-NNG
F5931	하나-@-NR
F7956	#edp_depmorp_제자-@-NNG
F4440	#edp_dependency_영화화하-@-VV--비치_-@-NNG--영화-@-NNG--공연하-@-VV--카네-@-NNG
F2829	갤러거-@-NNG
F1877	#edp_arg2_mod_짓-@-VV
F1878	멤버-@-NNG
F1879	분기점-@-NNG
F2833	#edp_arg1_mod_재무장관-@-NNG
F5934	#edp_depmorp_예능-@-NNG
F5935	#edp_depmorp_해안-@-NNG
F6012	#edp_depmorp_전철-@-NNG
F4055	위-@-NNG
F7427	#edp_depmorp_꿀벌-@-NNG
F7959	구조-@-NNG
F3386	지청-@-NNG
F8047	정상-@-NNG
F3875	전용-@-NNG
F5936	#edp_arg1_mod_비토리아-@-NNG
F7428	#edp_depmorp_불안정하-@-VA
F6911	시티즌-@-NNG
F3877	결혼식-@-NNG
F3878	#edp_depmorp_축구선수-@-NNG
F5937	#edp_depmorp_선제골-@-NNG
F7962	일원-@-NNG
F2852	#edp_dependency_속하-@-VV
F5938	브라질-@-NNG
F1882	베트남-@-NNG
F5358	외야수-@-NNG
F3879	장혁-@-NNG
F3880	목표-@-NNG
F1883	편지-@-NNG
F3881	#edp_depmorp_휘두르-@-VV
F107	동티모르-@-NNG
F3882	계통-@-NNG
F5940	#edp_arg2_mod_탄탄하-@-VA
F5941	#edp_depmorp_개탄하-@-VV
